,state,date,R,CI_lower,CI_upper
2136,Jharkhand,5/5/20,,,
2137,Jharkhand,5/6/20,,,
2138,Jharkhand,5/7/20,,,
2139,Jharkhand,5/8/20,,,
2140,Jharkhand,5/9/20,,,
2141,Jharkhand,5/10/20,,,
2142,Jharkhand,5/11/20,,,
2143,Jharkhand,5/12/20,,,
2144,Jharkhand,5/13/20,,,
2145,Jharkhand,5/14/20,,,
2146,Jharkhand,5/15/20,,,
2147,Jharkhand,5/16/20,,,
2148,Jharkhand,5/17/20,,,
2149,Jharkhand,5/18/20,,,
2150,Jharkhand,5/19/20,,,
2151,Jharkhand,5/20/20,,,
2152,Jharkhand,5/21/20,,,
2153,Jharkhand,5/22/20,0.88497352,0.542562222,1.227384819
2154,Jharkhand,5/23/20,0.66597937,0.135434975,1.196523766
2155,Jharkhand,5/24/20,0,0,0
2156,Jharkhand,5/25/20,2.050030414,1.450212449,2.64984838
2157,Jharkhand,5/26/20,1.447264184,1.037973494,1.856554873
2158,Jharkhand,5/27/20,,,
2159,Jharkhand,5/28/20,,,
2160,Jharkhand,5/29/20,,,
2161,Jharkhand,5/30/20,,,
2162,Jharkhand,5/31/20,2.514608357,2.350965841,2.678250873
2163,Jharkhand,6/1/20,,,
2164,Jharkhand,6/2/20,,,
2165,Jharkhand,6/3/20,,,
2166,Jharkhand,6/4/20,,,
2167,Jharkhand,6/5/20,,,
2168,Jharkhand,6/6/20,,,
2169,Jharkhand,6/7/20,,,
2170,Jharkhand,6/8/20,1.260032318,0.663476514,1.856588122
2171,Jharkhand,6/9/20,1.236949973,1.218101711,1.255798236
2172,Jharkhand,6/10/20,1.093036353,0.153356671,2.032716035
2173,Jharkhand,6/11/20,0,0,0
2174,Jharkhand,6/12/20,0,0,0
2175,Jharkhand,6/13/20,,,
2176,Jharkhand,6/14/20,,,
2177,Jharkhand,6/15/20,,,
2178,Jharkhand,6/16/20,,,
2179,Jharkhand,6/17/20,,,
2180,Jharkhand,6/18/20,,,
2181,Goa,3/25/20,,,
2182,Goa,3/29/20,,,
2183,Goa,4/3/20,,,
2184,Goa,4/4/20,,,
2185,Goa,5/14/20,1.153951481,0.887523304,1.420379657
2186,Goa,5/16/20,1.242854357,0.887874641,1.597834072
2187,Goa,5/17/20,1.276265808,1.070331688,1.482199928
2188,Goa,5/18/20,1.309474357,1.272566847,1.346381868
2189,Goa,5/19/20,2.147733481,1.283640676,3.011826286
2190,Goa,5/20/20,1.267271075,0.851263427,1.683278723
2191,Goa,5/21/20,0.189069784,0,0.378139568
2192,Goa,5/22/20,,,
2193,Goa,5/23/20,,,
2194,Goa,5/24/20,,,
2195,Goa,5/25/20,,,
2196,Goa,5/26/20,,,
2197,Goa,5/27/20,,,
2198,Goa,5/28/20,,,
2199,Goa,5/29/20,,,
2200,Goa,5/30/20,,,
2201,Goa,5/31/20,,,
2202,Goa,6/1/20,,,
2203,Goa,6/2/20,,,
2204,Goa,6/3/20,,,
2205,Goa,6/4/20,,,
2206,Goa,6/5/20,,,
2207,Goa,6/6/20,4.153390109,4.027644548,4.279135669
2208,Goa,6/7/20,1.925205799,1.212645631,2.637765968
2209,Goa,6/8/20,,,
2210,Goa,6/9/20,,,
2211,Goa,6/10/20,,,
2212,Goa,6/11/20,,,
2213,Goa,6/12/20,1.659837142,1.591584132,1.728090151
2214,Goa,6/13/20,1.936234176,1.475623348,2.396845004
2215,Goa,6/14/20,1.616883434,1.324098511,1.909668356
2216,Goa,6/15/20,0.345380102,0,0.690760204
2217,Goa,6/16/20,0.204566229,0.037051165,0.372081292
2218,Goa,6/17/20,0,0,0
2219,Goa,6/18/20,0.942288715,0,1.88457743
